"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",13.926167,,
"IRL","Ireland","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",50.639732,,
"BEL","Belgium","L2_T_SC2","Completion of intermediate lower secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"DNK","Denmark","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"x","Data included in another category"
"COL","Colombia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",31.794924,,
"POL","Poland","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.76509207,,
"NZL","New Zealand","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.1369174,,
"IDN","Indonesia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",62.102646,,
"CHL","Chile","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",7.0337138,,
"IRL","Ireland","L2_T_SC2","Completion of intermediate lower secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"COL","Colombia","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"x","Data included in another category"
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",10.926194,,
"SVN","Slovenia","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"LTU","Lithuania","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.39613351,,
"SVK","Slovak Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",24.58342,,
"ARG","Argentina","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",35.663551,,
"EST","Estonia","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",39.080269,,
"MEX","Mexico","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",16.585152,,
"ESP","Spain","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",22.793789,,
"CHN","China (People's Republic of)","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2010","2010",,"z","Not applicable"
"BEL","Belgium","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.67590231,,
"MEX","Mexico","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"G20","G20","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"ITA","Italy","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",42.423771,,
"BRA","Brazil","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"DEU","Germany","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",14.33326,,
"LUX","Luxembourg","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",4.4344969,,
"ARG","Argentina","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",13.902611,,
"SAU","Saudi Arabia","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.748039,,
"IND","India","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2011","2011",17.983881,,
"CRI","Costa Rica","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",2.4208999,,
"CHE","Switzerland","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"G20","G20","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,8.9469143,,
"TUR","Turkey","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",5.7848477,,
"ARG","Argentina","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"x","Data included in another category"
"FIN","Finland","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",42.764111,,
"G20","G20","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,11.894296,,
"NLD","Netherlands","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",40.359608,,
"SWE","Sweden","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.6451306,,
"CHE","Switzerland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",43.744415,,
"KOR","Korea","L2_T_SC2","Completion of intermediate lower secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"COL","Colombia","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",31.794924,"w","Includes data from another category"
"DEU","Germany","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",59.226143,,
"CRI","Costa Rica","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",29.250191,,
"PRT","Portugal","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.81230789,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",19.323732,,
"CHL","Chile","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"z","Not applicable"
"LTU","Lithuania","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",51.322941,,
"LTU","Lithuania","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",32.120171,,
"USA","United States","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",47.431145,,
"ISR","Israel","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"USA","United States","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",43.392693,,
"CHN","China (People's Republic of)","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2010","2010",75.53817,,
"LVA","Latvia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",53.692394,,
"IRL","Ireland","L1_T_SC3T4","Primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",4.4455681,,
"JPN","Japan","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"x","Data included in another category"
"HUN","Hungary","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"LVA","Latvia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",12.368318,,
"LUX","Luxembourg","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",6.6922922,,
"EST","Estonia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",10.810427,,
"GBR","United Kingdom","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",22.921284,,
"NOR","Norway","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",43.575832,,
"ESP","Spain","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.06922661,,
"LTU","Lithuania","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.07979333,,
"DNK","Denmark","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.36478886,,
"ITA","Italy","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",38.252495,,
"COL","Colombia","L2_T_SC2","Completion of intermediate lower secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"KOR","Korea","L4","Post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"SVK","Slovak Republic","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.37683508,,
"HUN","Hungary","L7","Master’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",10.324313,,
"HUN","Hungary","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"GBR","United Kingdom","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",33.510891,,
"NLD","Netherlands","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"BEL","Belgium","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.63081765,,
"CHL","Chile","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",14.726261,,
"COL","Colombia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",44.813713,,
"LTU","Lithuania","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",7.0224643,,
"SAU","Saudi Arabia","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.8683524,,
"IDN","Indonesia","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",26.039787,,
"GBR","United Kingdom","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",20.469822,,
"IND","India","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2011","2011",0.78451723,,
"BRA","Brazil","L7","Master’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.63343072,,
"LVA","Latvia","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"DNK","Denmark","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.3760396,,
"GRC","Greece","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",31.739904,,
"ISL","Iceland","L7","Master’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",17.527246,,
"PRT","Portugal","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",24.083525,,
"NLD","Netherlands","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",2.1732969,,
"CHE","Switzerland","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"LVA","Latvia","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",3.5541499,,
"LUX","Luxembourg","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",43.886856,,
"ISR","Israel","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"NZL","New Zealand","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",26.863731,,
"SVN","Slovenia","L8","Doctoral or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",3.8177762,,
"SVN","Slovenia","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",55.682087,,
"AUT","Austria","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",11.85735,,
"IDN","Indonesia","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",2.8304458,,
"COL","Colombia","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",4.8435879,,
"GBR","United Kingdom","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.02206488,,
"ZAF","South Africa","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",25.827738,,
"AUT","Austria","L2_T_SC3T4","Lower secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",16.823627,,
"CRI","Costa Rica","L7","Master’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",2.0917053,"w","Includes data from another category"
"SVK","Slovak Republic","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.9773669,,
"KOR","Korea","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"NOR","Norway","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.5393763,,
"SVN","Slovenia","L1_T_SC3T4","Primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.44933659,,
"SWE","Sweden","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"BRA","Brazil","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",16.372889,"w","Includes data from another category"
"G20","G20","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,34.945616,,
"CHE","Switzerland","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",44.65678,,
"LTU","Lithuania","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"NLD","Netherlands","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",22.090084,,
"CHL","Chile","L4","Post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"z","Not applicable"
"TUR","Turkey","L7","Master’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.8092105,,
"USA","United States","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"z","Not applicable"
"TUR","Turkey","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",15.10588,,
"ARG","Argentina","L7","Master’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",1.4494284,,
